tweet_id;airline_sentiment;airline_sentiment_confidence;negativereason;negativereason_confidence;airline;airline_sentiment_gold;name;negativereason_gold;retweet_count;text;tweet_coord;tweet_created;tweet_location;user_timezone
5.69659E+17;0;1;7;0.6775;US Airways;;ElmiraBudMan;;1;airway wrong guy inability get plane hilly time pilot gave us answer dibs;;22/02/2015 16:42;Does it really matter;
5.69658E+17;0;1;1;0.6315;US Airways;;ElmiraBudMan;;0;airway guy worst flying philadelphian two fretways available time epispore;;22/02/2015 16:41;Does it really matter;
5.69658E+17;1;0.6457;9;0;US Airways;;KOstrowka;;0;airway received two reservation check two different flight one flight tomorrow morning need assistance asaph;;22/02/2015 16:40;Raleigh, NC;Eastern Time (US & Canada)
5.69657E+17;0;1;8;0.6583;US Airways;;olfazo;;0;airway whereso luggage waiting hour flight cobblestone;;22/02/2015 16:36;New York, New York;
5.69657E+17;1;0.657;9;0;US Airways;;alexdfletcher;;0;airway uncancelled flightless last part ticket confused remail received whether value remains someone ask;;22/02/2015 16:35;nan;Eastern Time (US & Canada)
5.69656E+17;0;1;1;0.6735;US Airways;;JK47theweapon;;1;airway suck philadelphian let us plane phlegm;;22/02/2015 16:32;Philly Area;Eastern Time (US & Canada)
5.69656E+17;0;1;7;1;US Airways;;PeterPiatetsky;;0;airway americana nipissing thousand east coast customer delay longer flight fail;;22/02/2015 16:30;Nebraska;Eastern Time (US & Canada)
5.69655E+17;1;1;9;;US Airways;;Andyba25;;0;airway please people hold flight cobblestone phoenix san jose ulling gate schedule depart cobblestone;;22/02/2015 16:29;South;
5.69654E+17;0;1;3;0.3543;US Airways;;shawnalea85;;0;airway 2 hour counting kind travel voucher get;;22/02/2015 16:26;nan;
5.69654E+17;0;1;7;0.6782;US Airways;;Mark_Shires;;0;airway weve waiting gate 2 urs waiting stow luggage;;22/02/2015 16:25;WITSEC League;Atlantic Time (Canada)
5.69654E+17;0;1;7;1;US Airways;;LaChavalina;;0;airway thats cobblestone cobblestone waiting get bag cobblestone flight delay plus urs delay way never flying;;22/02/2015 16:24;Pony Paradise, VA;Arizona
5.69653E+17;0;1;3;0.6955;US Airways;;MosheStatman;;0;airway stuck florida flight service suck food drink help;;22/02/2015 16:22;nan;Atlantic Time (Canada)
5.69653E+17;0;1;5;0.3543;US Airways;;traxleris1;;0;airway cant gate agent flight cobblestone provide update seriously ridiculous long people waiting;;22/02/2015 16:21;Philly, Chicago, MSP, Vegas;Eastern Time (US & Canada)
5.69653E+17;0;1;3;1;US Airways;;mjkelesh;;0;airway livre hung high call volume need help call;;22/02/2015 16:19;O-H;
5.69652E+17;0;1;7;0.654;US Airways;;JoanEisenstodt;;0;airway sweetweed apology enough delay fiasco none insult gate agent worse except mark n bad elt;;22/02/2015 16:17;Washington, DC;Eastern Time (US & Canada)
5.69651E+17;1;0.3542;9;0;US Airways;;Little_BeerGirl;;0;airway sorry hilly should told;;22/02/2015 16:14;ÜT: 42.076557,-76.770488;Eastern Time (US & Canada)
5.69651E+17;0;1;7;0.6915;US Airways;;toddliveonfire;;0;airway pilot flight cobblestone didnt show departure watch lamp theres broken computer next time flying united always flight;;22/02/2015 16:14;H-Town Houston, Texas;Eastern Time (US & Canada)
5.69651E+17;1;0.691;9;0;US Airways;;tworstwots;;0;airway pilot naysay going take cobblestone minute maybe system came back onliness;;22/02/2015 16:13;San Francisco, CA;Eastern Time (US & Canada)
5.69651E+17;0;0.6614;10;0.337;US Airways;;Little_BeerGirl;;0;airway flybelt cobblestone elm still gate still make thruv customs;;22/02/2015 16:12;ÜT: 42.076557,-76.770488;Eastern Time (US & Canada)
5.69651E+17;0;1;6;0.6809;US Airways;;CarloMJ1;;0;airway americana according costumer support websterite holding money hostage cant anything;;22/02/2015 16:11;nan;
5.69651E+17;0;1;10;0.659;US Airways;;Little_BeerGirl;;0;airway way tell gate going stuck tarmac wintle flybelt flybelt cobblestone going elm gate cobblestone;;22/02/2015 16:11;ÜT: 42.076557,-76.770488;Eastern Time (US & Canada)
5.69651E+17;0;1;2;0.6211;US Airways;;WritelySoul;;0;airway suck undelayed momo flight cobblestone uncancelled flightless undelayed flight today mechir issue 2 sleep airport;;22/02/2015 16:10;Boston, MA;
5.6965E+17;0;0.6701;2;0.6701;US Airways;;KeithFGorman;;0;airway routing system goes grounds long haul flight think lover plan;;22/02/2015 16:08;nan;Eastern Time (US & Canada)
5.6965E+17;0;0.652;2;0.652;US Airways;;dixonbryce;;0;airway truth didnt give wifie password absmho;;22/02/2015 16:07;united states georgia;
5.69649E+17;0;1;7;0.3689;US Airways;;Mwoodshop;;0;airway americana sitting gate flight cobblestone hour due computer backup plan place;;22/02/2015 16:06;Jerz;Eastern Time (US & Canada)
5.69649E+17;0;1;2;1;US Airways;;Spencerklein;;0;airway uncancelled flightless need locate baggage;;22/02/2015 16:05;nan;Eastern Time (US & Canada)
5.69649E+17;0;1;8;1;US Airways;;Spencerklein;;0;airway need help catting bag arrive vender last night midnight charlotte am flight steamboat;;22/02/2015 16:05;nan;Eastern Time (US & Canada)
5.69649E+17;1;0.7128;9;0;US Airways;;BrettPatrick_;;0;airway photosalt happening;;22/02/2015 16:05;Philadelphia;Eastern Time (US & Canada)
5.69649E+17;0;1;0;0.341;US Airways;;_Leycar;;0;airway going computer flight grounded hairline suck much unanswered;;22/02/2015 16:03;nan;Eastern Time (US & Canada)
5.69649E+17;0;1;7;1;US Airways;;joekamal48;;0;airway americana urs late flight finally taking acetoarsenite;;22/02/2015 16:02;nan;
5.69648E+17;0;1;7;0.6565;US Airways;;shawnalea85;;0;airway holding passenger hostage computer crash customer friendly let us plane get us moving;;22/02/2015 15:59;nan;
5.69647E+17;0;0.709;3;0.709;US Airways;;tank_martell;;0;airway hold hour;;22/02/2015 15:57;Beaufort, SC;Eastern Time (US & Canada)
5.69647E+17;0;0.6735;2;0.3469;US Airways;;tworstwots;;0;airway pilot tell americana us airway flight across country stopped due computer system failure;;22/02/2015 15:57;San Francisco, CA;Eastern Time (US & Canada)
5.69647E+17;0;1;8;0.3487;US Airways;;LaChavalina;;0;airway flybelt cobblestone landed half hour ago single bag yet baggage claim hate much right;;22/02/2015 15:56;Pony Paradise, VA;Arizona
5.69646E+17;0;1;3;1;US Airways;;bconners;;0;airway americana one please answer phone;;22/02/2015 15:53;Chicago, IL;Central Time (US & Canada)
5.69646E+17;0;0.7007;7;0.7007;US Airways;;DaniLew_1;;0;airway word delay reason egba twitter aflame flight racking computer crash rumor true;;22/02/2015 15:52;Virginia, USA;Eastern Time (US & Canada)
5.69646E+17;0;1;10;0.3478;US Airways;;AllisonTonkin;;0;airway stuck gate charlotte unco waiting release paper fix broken computer system;;22/02/2015 15:52;nan;
5.69646E+17;0;1;7;0.3487;US Airways;;Mwoodshop;;0;airway sitting gate flight cobblestone hour due sabra backup plan place sabra cannot fixed;;22/02/2015 15:51;Jerz;Eastern Time (US & Canada)
5.69645E+17;0;1;7;0.6563;US Airways;;dailydebs;;0;airway uncancelled eightling cobblestone dont want put us hotel night guess;;22/02/2015 15:47;Indiana!;
5.69645E+17;1;1;9;;US Airways;;mattsmith1868;;0;airway get beer please flight cobblestone;;22/02/2015 15:47;SC;
5.69644E+17;0;1;7;0.6987;US Airways;;dailydebs;;0;airway really 8 lehr delay virgin island even food voucher;;22/02/2015 15:45;Indiana!;
5.69644E+17;0;1;3;1;US Airways;;runfixsteve;;0;airway worst ever ca customer;;22/02/2015 15:43;St. Augustine, Florida;
5.69643E+17;0;1;3;0.3482;US Airways;;MadameMoodle;;0;airway ind february row unstranded us try return duncan contact infold way rebook customer;[21.15192481, -86.82441431];22/02/2015 15:38;Sacramento, CA 95864;Pacific Time (US & Canada)
5.69642E+17;0;1;7;0.6633;US Airways;;terenceryan;;0;airway printer problem causing us sit runway cobblestone min get together;;22/02/2015 15:38;West Chester, Pa;
5.69642E+17;0;1;7;1;US Airways;;KDougherty2012;;0;airway nothing like back back undelayed flight let hope one hisn cobblestone hour like last time;;22/02/2015 15:36;nan;Quito
5.69641E+17;0;1;8;0.6989;US Airways;;jenw714;;0;airway please help find luggage since your one lost customer service suck;;22/02/2015 15:34;Atl;Central Time (US & Canada)
5.69641E+17;0;0.6403;10;0.6403;US Airways;;DPodgorny;;0;airway happening arean airport ca long line four people working check unhappy ca;;22/02/2015 15:31;nan;Quito
5.69641E+17;0;1;4;1;US Airways;;Sama53;;0;airway aurora check bag airport bag handler broke suitcase stole camera bag returned trash bag;;22/02/2015 15:31;nan;Eastern Time (US & Canada)
5.6964E+17;0;0.6445;3;0.6445;US Airways;;runfixsteve;;0;airway hopefully scrappy service improve u become americanese traveling afterstorm;;22/02/2015 15:28;St. Augustine, Florida;
5.69639E+17;0;1;10;0.6831;US Airways;;runfixsteve;;0;airway 2 people working counter ca massive line poorly splayed afterstorm;;22/02/2015 15:26;St. Augustine, Florida;
5.69639E+17;1;1;9;;US Airways;;mattsmith1868;;0;airway whats going elt;;22/02/2015 15:24;SC;
5.69639E+17;0;0.6721;8;0.6721;US Airways;;jeffpash;;0;airway centerward lost bag land forehard cobblestone tonight redeliver anbury act tonight;;22/02/2015 15:23;San Francisco;Pacific Time (US & Canada)
5.69638E+17;1;0.6682;9;0;US Airways;;georgetietjen;;0;airway idea geek plug perverse cobblestone way phu;;22/02/2015 15:22;nan;
5.69638E+17;0;1;1;0.6635;US Airways;;aj1powers;;1;airway contact awful experience cobblestone airway flight cobblestone buffcoat;;22/02/2015 15:22;nan;Eastern Time (US & Canada)
5.69638E+17;0;0.6948;3;0.3522;US Airways;;joekamal48;;0;airway americana envy bad hour half thanks;;22/02/2015 15:20;nan;
5.69635E+17;0;1;7;0.6559;US Airways;;elias02;;0;airway scrappy flight due delay rude staff member imi happy report paying cobblestone check luggage ruined;;22/02/2015 15:10;nan;Quito
5.69635E+17;0;1;1;0.6768;US Airways;;OwlBeEmmCee;;0;airway always wetting oncoming;;22/02/2015 15:10;Charlotte, NorCack;Eastern Time (US & Canada)
5.69634E+17;2;1;9;;US Airways;;nanceebing;;0;airway please keep emily so airport ticketing staff amazing;;22/02/2015 15:06;south beach/ LA / NC;Eastern Time (US & Canada)
5.69633E+17;0;1;6;0.676;US Airways;;thpx;;0;airway dont understand cant get missing miles flight dividend miles account help;;22/02/2015 15:02;Bavaria, Germany;Berlin
5.69633E+17;0;1;7;0.6202;US Airways;;ardakuyumcu;;2;airway cant seem find pilot upmix flight never seen anything like drunk zira;;22/02/2015 15:02;nan;Eastern Time (US & Canada)
5.69633E+17;0;1;7;0.6812;US Airways;;dailydebs;;0;airway really meal voucher 7 hour flight delay virgin island;;22/02/2015 15:02;Indiana!;
5.69633E+17;0;1;3;0.6495;US Airways;;sebastian_mcfox;;0;airway automat message naysay line busy join queue untucking;;22/02/2015 15:02;nan;
5.69633E+17;0;0.6563;3;0.6563;US Airways;;thpx;;0;airway hi unsuggested contact u via phone sent mail original ticket lamp result cortin;;22/02/2015 15:01;Bavaria, Germany;Berlin
5.69633E+17;0;1;1;0.385;US Airways;;dlancaster243;;0;airway stuck ramp ca us air computer system everywhere;;22/02/2015 15:00;nan;
5.69633E+17;0;1;0;0.6966;US Airways;;Bnuuug;;0;airway flight flight hell;;22/02/2015 14:59;nan;Eastern Time (US & Canada)
5.69632E+17;0;1;3;1;US Airways;;amischke;;0;airway gave 2 hour hold still need receipt last time promise never arrive help;;22/02/2015 14:58;Boston area;Eastern Time (US & Canada)
5.69632E+17;0;0.701;8;0.701;US Airways;;tiffsaulnier;;0;airway americana prepared claim bag lost many valuable carry hand us aa;;22/02/2015 14:58;Citizen of the World;
5.69631E+17;0;1;7;0.6718;US Airways;;mmislankar87;;1;airway told deserved undelayed booked last flight hear convince missing flight;;22/02/2015 14:51;nan;
5.6963E+17;1;1;9;;US Airways;;ArrestlessMind;;0;airway update computer outage affecting flight national northeast eta resolution;;22/02/2015 14:49;Atascadero, CA;Eastern Time (US & Canada)
5.6963E+17;0;1;0;1;US Airways;;Bnuuug;;0;airway flight cobblestone worst experience weve ever flight unregretting opening air miles card gelotherapy;;22/02/2015 14:48;nan;Eastern Time (US & Canada)
5.6963E+17;0;1;6;0.6667;US Airways;;beoliu;;0;airway hello never received confirmation code flight though confirmed naysay automat reply idea;;22/02/2015 14:47;Tuscaloosa, Alabama;Central Time (US & Canada)
5.69629E+17;0;1;3;0.6491;US Airways;;blumeanbb;;0;airway 5 hour phone waiting call back find luggage outshame;;22/02/2015 14:46;nan;
5.69629E+17;0;1;10;0.656;US Airways;;EggZackLeeMe;;0;airway whats going airport jive sitting gate minute;[39.8749922, -75.24017448];22/02/2015 14:43;West Chester, PA;Eastern Time (US & Canada)
5.69628E+17;0;1;5;1;US Airways;;LeahWoomer;;0;airway cobblestone samsam phlegm today 3 4 flight attendant downright rude hostile made 8 hour flight even worse;[39.87455718, -75.24082121];22/02/2015 14:42;nan;
5.69628E+17;0;1;2;0.3606;US Airways;;jph_sc;;0;airway hell put us hotel youve unstranded us message naysay mechanical issue weather airway;;22/02/2015 14:41;Charleston, SC;Eastern Time (US & Canada)
5.69628E+17;1;1;9;;US Airways;;Marcusluft;;0;airway wife left phone flight awe friday february th upon landing apolline get back thanks;;22/02/2015 14:39;Thunder Bay, ON, Canada;Eastern Time (US & Canada)
5.69627E+17;0;0.646;3;0.3326;US Airways;;ccmleblanc;;0;airway whats deal flight computer network;;22/02/2015 14:39;nan;
5.69627E+17;0;0.6462;3;0.3346;US Airways;;MattressCC;;0;airway anyone actually work dividend miles department etchareottine;;22/02/2015 14:38;nan;Central Time (US & Canada)
5.69627E+17;0;0.6294;2;0.6294;US Airways;;HollyHMullin;;0;airway flight hilly system wide tech issue hilly;;22/02/2015 14:37;nan;Eastern Time (US & Canada)
5.69627E+17;0;1;0;0.6512;US Airways;;PamelaSedmak;;0;airway huge system problem manual check flight unboarded sitting gate due system issue frustrate chairman member;;22/02/2015 14:37;Sunny mountains of Arizona;Central Time (US & Canada)
5.69627E+17;0;1;2;1;US Airways;;servicejunkie19;;0;airway epic fail elt tryst uncancelled flightless flight staff communication lamp refund unused portion ti keep classy guy;;22/02/2015 14:36;nan;
5.69627E+17;0;1;3;0.66;US Airways;;Ariella_Lexi;;0;airway try messrs flight phone past 4 days keep getting automat message call back;;22/02/2015 14:36;Elmwood Park ;Central Time (US & Canada)
5.69627E+17;0;1;5;1;US Airways;;FrancescaJo_;;0;airway americana got lint flight cobblestone intentionally rude staff made horrible lehr flight unsuitable plane;;22/02/2015 14:35;Phoenix, AZ;
5.69626E+17;0;1;7;1;US Airways;;greatloop;;0;airway plane bos elt cobblestone min still gate crew naysay systemwise computer preventingly caperwort infold give;[42.36184505, -71.02219492];22/02/2015 14:32;The Great Loop;Eastern Time (US & Canada)
5.69626E+17;0;0.6917;7;0.6917;US Airways;;JesseMendelson;;0;airway hold cobblestone today connection passenger coming undelayed flight;;22/02/2015 14:31;Washington DC;Quito
5.69625E+17;2;1;9;;US Airways;;sleenieto;;1;airway provided best service today thank much;;22/02/2015 14:29;Tampa;Eastern Time (US & Canada)
5.69625E+17;0;1;7;0.6903;US Airways;;rossj987;;0;airway guy please give update sitting tarmac flight cobblestone yet websterite still naysay time;;22/02/2015 14:29;Washington, D.C.;Eastern Time (US & Canada)
5.69624E+17;0;1;2;0.6659;US Airways;;peacheslt4;;0;airway flight uncancelled flightless buff today unwaited line 2 urs lamp cusp service rude flight tue need get roc;;22/02/2015 14:26;nan;
5.69624E+17;0;1;3;1;US Airways;;MityaFerenetz;;1;airway seriously keep trying seven hour corporate policy fairway;;22/02/2015 14:25;nan;Atlantic Time (Canada)
5.69624E+17;0;1;1;0.6443;US Airways;;dave_cavan;;0;airway name frett cava refundment page going take last breath tonight hairline caress money;[43.19825137, -70.87335749];22/02/2015 14:25;Livonia, MI;
5.69624E+17;0;0.6653;2;0.3451;US Airways;;dave_cavan;;0;airway let us switch different set flight spend time family passe away;[43.19830037, -70.87348793];22/02/2015 14:23;Livonia, MI;
5.69623E+17;0;1;3;1;US Airways;;dave_cavan;;0;airway 8 month old suffering rare form cancer customer service agent compassion disgusted;[43.19824341, -70.8733423];22/02/2015 14:23;Livonia, MI;
5.69623E+17;0;1;5;0.6791;US Airways;;brianmka;;0;airway best part hearing attendant give voucher person next hotel gra guy saying dont;;22/02/2015 14:22;Washington, D.C.;Central Time (US & Canada)
5.69623E+17;0;1;3;0.6517;US Airways;;Dwight_Paulson;;0;airway horrible ust service expel dial today wife unwaited 3 urs plane subfeu flight cobblestone uncancelled flightless still waiting bag;;22/02/2015 14:22;nan;
5.69623E+17;0;1;3;0.6939;US Airways;;MattressCC;;0;airway really good derringer responsibility;;22/02/2015 14:22;nan;Central Time (US & Canada)
5.69623E+17;0;1;1;0.6186;US Airways;;dave_cavan;;0;airway thank much gasking us pay cobblestone switch different flight spend time dying nephew;[43.19872113, -70.87307422];22/02/2015 14:22;Livonia, MI;
5.69623E+17;0;1;5;1;US Airways;;Gregm528;;0;airway americana magma worse hairline experience rude unhelpful got belled unflushed bluet need help;;22/02/2015 14:22;NY;Eastern Time (US & Canada)
5.69623E+17;0;1;8;1;US Airways;;Brendanhwalters;;0;airway please help bag way get customer service since am morning help;;22/02/2015 14:21;NYC;
5.69623E+17;0;1;5;1;US Airways;;TheLoveBite;;0;airway real staff behave offensively flight cobblestone please look message want particular;;22/02/2015 14:20;Los Angeles, CA;Pacific Time (US & Canada)
5.69622E+17;1;0.6307;9;;US Airways;;Sam_Kaplan;;0;airway glad people put coat storage area though super unfortunate leave floor;;22/02/2015 14:16;nan;Central Time (US & Canada)
5.69622E+17;0;1;7;0.6939;US Airways;;PhilHagen;;0;airway americana lax connect term 6 term 4 min layover due delay mushaa realistic cobblestone sheld;;22/02/2015 14:16;Lewes, DE, USA;Eastern Time (US & Canada)
5.69622E+17;1;0.6742;9;0;US Airways;;brianmka;;0;airway good luck getting cool;;22/02/2015 14:15;Washington, D.C.;Central Time (US & Canada)
5.69621E+17;0;1;3;0.6889;US Airways;;OutsideHitter84;;0;airway left item plane phospho friday jive scalled phlegm us airway lamp left 6 almsgiver return call point;;22/02/2015 14:15;nan;
5.69621E+17;0;1;2;1;US Airways;;brianmka;;0;airway great way kick someone uncancelled flight noon flight rebook one two hour south tomorrow;;22/02/2015 14:14;Washington, D.C.;Central Time (US & Canada)
5.69621E+17;0;1;5;0.677;US Airways;;Sam_Kaplan;;0;airway thanks making check bag space empty flight attendant dirty look committee;;22/02/2015 14:14;nan;Central Time (US & Canada)
5.69621E+17;0;0.6737;7;0.3368;US Airways;;rossj987;;0;airway apparently computer crasher wi update flight moving;;22/02/2015 14:14;Washington, D.C.;Eastern Time (US & Canada)
5.6962E+17;0;1;8;1;US Airways;;CatieKriewald;;0;airway made bahama work luggage didnt know travel happen anyway get helping;;22/02/2015 14:10;Stillwater, MN;Central Time (US & Canada)
5.6962E+17;0;1;7;0.6745;US Airways;;CMocz;;0;airway cobblestone urs late flight still home hotel rental car etch 5 yr old happen customer service first priority;;22/02/2015 14:08;nan;
5.6962E+17;1;1;9;;US Airways;;VictorJDH;;0;airway saw onliness fee wondering way pay ahead time instead kiosk;;22/02/2015 14:08;East Lansing;Eastern Time (US & Canada)
5.69619E+17;0;1;2;1;US Airways;;TheConnorCough;;0;airway uncancelled flight flight any 3 times make decided samp theyll uncancelled flight return flight thanks;[42.74561865, -73.80942844];22/02/2015 14:05;G-Town, Geneva NY;Central Time (US & Canada)
5.69619E+17;1;0.65;9;0;US Airways;;LaceyDGarland;;2;airway yalla need get together;[35.87642273, -78.79274566];22/02/2015 14:04;Goldsboro, NC;Eastern Time (US & Canada)
5.69619E+17;0;1;3;1;US Airways;;amischke;;0;airway hold togt min urd attempt get receipt showing change fee upcoming flight please help;;22/02/2015 14:04;Boston area;Eastern Time (US & Canada)
5.69619E+17;0;1;10;0.6624;US Airways;;LaceyDGarland;;0;airway everyone flight cobblestone lax ardu unenjoyed waiting hour lamp half baggage claim bag;[35.87648539, -78.79266577];22/02/2015 14:03;Goldsboro, NC;Eastern Time (US & Canada)
5.69618E+17;1;0.6695;9;0;US Airways;;WarrickHoward;;0;airway need corporate office number please dealing cobblestone number;;22/02/2015 14:00;nan;London
5.69618E+17;0;0.6854;7;0.6854;US Airways;;chrismillersfca;;0;airway tst phlegm honor ur system reality arc change apnea extra hour phlegm cobblestone get clee;;22/02/2015 14:00;San Francisco;
5.69617E+17;0;1;5;1;US Airways;;TheLoveBite;;0;airway airway leigh unco baggage carrousel staff aggressive towards people waiting 1 cobblestone urs bag flight cobblestone;;22/02/2015 13:58;Los Angeles, CA;Pacific Time (US & Canada)
5.69617E+17;1;0.6374;9;;US Airways;;Geneva_Sands;;0;airway flight cobblestone undelayed time arrive ohm;[33.50528024, -86.81047219];22/02/2015 13:55;Washington, D.C. ;Eastern Time (US & Canada)
5.69615E+17;0;1;6;0.3635;US Airways;;OBwankenobi;;0;airway hold 2 hour book musing take flight voucher onliness;;22/02/2015 13:48;nan;Quito
5.69614E+17;0;1;8;1;US Airways;;9202010;;0;airway get baggage reassay cobblestone la ardu extraovular;;22/02/2015 13:47;nan;Mountain Time (US & Canada)
5.69614E+17;0;1;3;1;US Airways;;_Leycar;;0;airway worst customer service flight always undelayed;;22/02/2015 13:47;nan;Eastern Time (US & Canada)
5.69614E+17;0;1;3;1;US Airways;;jakejrssherry;;0;airway going make wait phone long time least turn leads eating away soul;;22/02/2015 13:45;nan;Atlantic Time (Canada)
5.69613E+17;2;1;9;;US Airways;;dctimes2;;0;airway despite mechanical issue many delay unfollowed uncancelled ligation still getting vega thanks great gate agent;;22/02/2015 13:40;nan;Eastern Time (US & Canada)
5.69612E+17;0;1;3;0.3441;US Airways;;9202010;;0;airway us hairline cobblestone la ardu holding onto baggage hour already everyone still waiting;;22/02/2015 13:39;nan;Mountain Time (US & Canada)
5.69611E+17;0;1;1;1;US Airways;;PandooYaar;;0;airway weve learned never fly u youve lost cobblestone customer group hundred company;;22/02/2015 13:35;Philly;Eastern Time (US & Canada)
5.69611E+17;0;1;3;0.7055;US Airways;;AuroraBIZ;;0;airway spoke reps nhan pa poor communication bag still sitting hilly train staff;;22/02/2015 13:33;Boston, MA;Eastern Time (US & Canada)
5.69611E+17;0;1;3;1;US Airways;;PandooYaar;;0;airway thanks worst customer service face earth love 5 urs hold along w 2 uncancelled flightless flight;;22/02/2015 13:32;Philly;Eastern Time (US & Canada)
5.69611E+17;0;1;6;0.6768;US Airways;;FvGrecia;;0;airway tried reaching guy imi running time patience want flight honor want confirmation;;22/02/2015 13:31;nan;
5.6961E+17;1;1;9;;US Airways;;AbbieBjugstad;;0;airway bereavement discount fairer grandfather passe need attend funeral week;;22/02/2015 13:29;nan;
5.6961E+17;0;1;7;0.356;US Airways;;rsnewman_nyc;;0;airway six hour even gate agent got fed left us line front empty desk stay classy us air;;22/02/2015 13:28;nan;
5.69609E+17;0;1;1;0.607;US Airways;;MRTWT8;;0;airway lose pilot;;22/02/2015 13:25;Bonaire, GA;Eastern Time (US & Canada)
5.69608E+17;0;1;3;1;US Airways;;jakejrssherry;;0;airway leads phone system waiting rep annoying thing ever especially waiting cobblestone min;;22/02/2015 13:22;nan;Atlantic Time (Canada)
5.69608E+17;0;1;7;1;US Airways;;jph_sc;;0;airway americana missing connection due delay las supposed;;22/02/2015 13:20;Charleston, SC;Eastern Time (US & Canada)
5.69608E+17;0;1;3;0.3541;US Airways;;rsnewman_nyc;;0;airway cobblestone uncancelled flighted mechanical issue 6 hour late flight cobblestone people still waiting zero information please send help;;22/02/2015 13:20;nan;
5.69607E+17;0;1;3;0.6771;US Airways;;MityaFerenetz;;0;airway 6 hour agent keep waiting;;22/02/2015 13:18;nan;Atlantic Time (Canada)
5.69606E+17;0;1;8;0.6436;US Airways;;TheLoveBite;;0;airway hard unload bag order arrival cobblestone min counting flight cobblestone;;22/02/2015 13:14;Los Angeles, CA;Pacific Time (US & Canada)
5.69606E+17;0;1;3;1;US Airways;;vasisht;;0;airway policy tell customer cant help imi sorry unacceptable;;22/02/2015 13:12;A galaxy far far away;Eastern Time (US & Canada)
5.69606E+17;0;1;7;1;US Airways;;RobVyvey;;0;airway thank correctly interpreter last tweet non sarcastic delaying flight hayz terminal 3 dance party;;22/02/2015 13:12;Kingston ontario Canada;Eastern Time (US & Canada)
5.69606E+17;0;0.6559;3;0.6559;US Airways;;vasisht;;0;airway cant help dont put people hotel miss flight policy;;22/02/2015 13:12;A galaxy far far away;Eastern Time (US & Canada)
5.69606E+17;0;1;2;0.6632;US Airways;;vasisht;;0;airway friend phlegm told rep would gone home tried tomorrow cobblestone;;22/02/2015 13:11;A galaxy far far away;Eastern Time (US & Canada)
5.69605E+17;2;1;9;;US Airways;;kneedoc69;;0;airway ann marie galga best ticket agent ever excellent;;22/02/2015 13:10;Mount Airy, NC;Atlantic Time (Canada)
5.69604E+17;0;1;3;0.3581;US Airways;;therealkellyd;;0;airway wasted day vacation problem one two plane waitingly flight;;22/02/2015 13:06;nan;
5.69604E+17;0;1;5;0.6838;US Airways;;KoilsByNature;;0;airway unacceptable way agent gate treat paying customer;;22/02/2015 13:06;World Wide;Quito
5.69604E+17;1;1;9;;US Airways;;HybridMovementC;;0;airway mad love butterscotch nyctea;;22/02/2015 13:06;everywhere, all the time.;
5.69604E+17;0;0.6511;10;0.3284;US Airways;;mjmassa8;;0;airway like delay another long caperwort relate flight delay friday charlotte today hilly already;;22/02/2015 13:05;Chicago, IL;Mountain Time (US & Canada)
5.69604E+17;0;1;3;0.7245;US Airways;;KoilsByNature;;0;airway customer service elt terrible flight undelayed kafka 2 hour get elt horrid customer service;;22/02/2015 13:03;World Wide;Quito
5.69603E+17;0;0.6566;7;0.6566;US Airways;;colums23;;0;airway flight cobblestone phil update supposed leave cobblestone minute ago sitting airport wondering;;22/02/2015 13:03;27265;
5.69603E+17;0;1;5;0.6545;US Airways;;JeffersRich;;0;airway flight cobblestone aircraft gate crew 2 hour late flight destination come;;22/02/2015 13:01;Windermere, Florida;
5.69603E+17;0;1;8;1;US Airways;;WarrickHoward;;0;airway please someone contact regarding missing bag 3 days onliness racking show nothing;;22/02/2015 13:01;nan;London
5.69602E+17;0;1;7;0.6701;US Airways;;RothsteinDavid;;0;airway cobblestone undelayed blue skies antirailwayist;;22/02/2015 12:59;WCHOB, Buffalo, NY;
5.69602E+17;0;1;5;0.6735;US Airways;;MeganMmcginnis;;0;airway ill never fly due emotional lamp financial stress cause one staff member error;;22/02/2015 12:57;nan;
5.69602E+17;0;1;8;1;US Airways;;NorthHarborNYC;;0;airway bag;;22/02/2015 12:56;nan;
5.69601E+17;0;1;5;0.669;US Airways;;MikeisRichRich;;0;airway thanks incurrent us approximately cobblestone dollar fee due staff member screw rainer;;22/02/2015 12:55;nan;Eastern Time (US & Canada)
5.69601E+17;1;1;9;;US Airways;;peterfransson;;0;airway aa gate supervisor cobblestone masked supersuperior name response received ce americanese merger;;22/02/2015 12:54;Inter/Outer-Continental U.S.;Eastern Time (US & Canada)
5.69601E+17;0;1;3;1;US Airways;;thisAnneM;;0;airway carduus 1 lehr wait far customer service yes bad weather air traffic controller answer phone;;22/02/2015 12:53;Philadelphia;Atlantic Time (Canada)
5.69601E+17;1;1;9;;US Airways;;peterfransson;;0;airway aa gate supervisor hemplike cobblestone hallowed flight aa leave kafka sjaak feebly wo 8 customer made final boarding call;;22/02/2015 12:53;Inter/Outer-Continental U.S.;Eastern Time (US & Canada)
5.69601E+17;0;0.6739;7;0.337;US Airways;;dline2005;;0;airway thanks bad make two day train trip look appealing;;22/02/2015 12:52;Columbus, Ohio;Eastern Time (US & Canada)
5.69601E+17;0;1;3;1;US Airways;;JQCalderwood;;0;airway got skidding infold cobblestone ca gra phone line tell call back late flight;;22/02/2015 12:52;VA;Quito
